"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","GDP","TOT","USD_CAP","A","2008",41151.37897,
"AUT","GDP","TOT","USD_CAP","A","2009",40629.345448,
"AUT","GDP","TOT","USD_CAP","A","2010",41904.456878,
"AUT","GDP","TOT","USD_CAP","A","2011",44038.724883,
"AUT","GDP","TOT","USD_CAP","A","2012",45887.106461,
"AUT","GDP","TOT","USD_CAP","A","2013",47378.472288,
"AUT","GDP","TOT","USD_CAP","A","2014",47855.817372,
"AUT","GDP","TOT","USD_CAP","A","2015",48091.282674,
"BEL","GDP","TOT","MLN_USD","A","1970",38122.9512,"E"
"BEL","GDP","TOT","MLN_USD","A","1971",41562.1329,"E"
"BEL","GDP","TOT","MLN_USD","A","1972",45640.3737,"E"
"BEL","GDP","TOT","MLN_USD","A","1973",51070.4586,"E"
"BEL","GDP","TOT","MLN_USD","A","1974",57995.5889,"E"
"BEL","GDP","TOT","MLN_USD","A","1975",62525.9286,"E"
"BEL","GDP","TOT","MLN_USD","A","1976",69686.3773,"E"
"BEL","GDP","TOT","MLN_USD","A","1977",74472.3975,"E"
"BEL","GDP","TOT","MLN_USD","A","1978",81966.3494,"E"
"BEL","GDP","TOT","MLN_USD","A","1979",90810.708,"E"
"BEL","GDP","TOT","MLN_USD","A","1980",103435.2326,"E"
"BEL","GDP","TOT","MLN_USD","A","1981",112776.3493,"E"
"BEL","GDP","TOT","MLN_USD","A","1982",120485.3324,"E"
"BEL","GDP","TOT","MLN_USD","A","1983",125633.0952,"E"
"BEL","GDP","TOT","MLN_USD","A","1984",133299.394,"E"
"BEL","GDP","TOT","MLN_USD","A","1985",139836.7378,"E"
"BEL","GDP","TOT","MLN_USD","A","1986",145258.4354,"E"
"BEL","GDP","TOT","MLN_USD","A","1987",152400.5089,"E"
"BEL","GDP","TOT","MLN_USD","A","1988",165186.1,"E"
"BEL","GDP","TOT","MLN_USD","A","1989",177561.9553,"E"
"BEL","GDP","TOT","MLN_USD","A","1990",189907.1573,"E"
"BEL","GDP","TOT","MLN_USD","A","1991",199825.2513,"E"
"BEL","GDP","TOT","MLN_USD","A","1992",207508.7271,"E"
"BEL","GDP","TOT","MLN_USD","A","1993",210402.4423,"E"
"BEL","GDP","TOT","MLN_USD","A","1994",221814.205,"E"
"BEL","GDP","TOT","MLN_USD","A","1995",231840.5887,
"BEL","GDP","TOT","MLN_USD","A","1996",236371.6272,
"BEL","GDP","TOT","MLN_USD","A","1997",247438.8406,
"BEL","GDP","TOT","MLN_USD","A","1998",253359.5773,
"BEL","GDP","TOT","MLN_USD","A","1999",265097.5693,
"BEL","GDP","TOT","MLN_USD","A","2000",289888.0284,
"BEL","GDP","TOT","MLN_USD","A","2001",300347.4567,
"BEL","GDP","TOT","MLN_USD","A","2002",317911.7445,
"BEL","GDP","TOT","MLN_USD","A","2003",322203.4595,
"BEL","GDP","TOT","MLN_USD","A","2004",333221.9745,
"BEL","GDP","TOT","MLN_USD","A","2005",346243.8585,
"BEL","GDP","TOT","MLN_USD","A","2006",369931.4467,
"BEL","GDP","TOT","MLN_USD","A","2007",388683.9939,
"BEL","GDP","TOT","MLN_USD","A","2008",405339.6516,
"BEL","GDP","TOT","MLN_USD","A","2009",406266.0115,
"BEL","GDP","TOT","MLN_USD","A","2010",427737.1678,
"BEL","GDP","TOT","MLN_USD","A","2011",451396.6058,
"BEL","GDP","TOT","MLN_USD","A","2012",466614.9171,
"BEL","GDP","TOT","MLN_USD","A","2013",481500.6069,
"BEL","GDP","TOT","MLN_USD","A","2014",487538.6081,
"BEL","GDP","TOT","MLN_USD","A","2015",496477.4129,
"BEL","GDP","TOT","USD_CAP","A","1970",3960.701942,"E"
"BEL","GDP","TOT","USD_CAP","A","1971",4302.384385,"E"
"BEL","GDP","TOT","USD_CAP","A","1972",4707.033192,"E"
"BEL","GDP","TOT","USD_CAP","A","1973",5251.369263,"E"
"BEL","GDP","TOT","USD_CAP","A","1974",5945.137206,"E"
"BEL","GDP","TOT","USD_CAP","A","1975",6391.8751,"E"
"BEL","GDP","TOT","USD_CAP","A","1976",7112.252756,"E"
"BEL","GDP","TOT","USD_CAP","A","1977",7592.205869,"E"
"BEL","GDP","TOT","USD_CAP","A","1978",8349.388043,"E"
"BEL","GDP","TOT","USD_CAP","A","1979",9243.723802,"E"
"BEL","GDP","TOT","USD_CAP","A","1980",10491.452748,"E"
"BEL","GDP","TOT","USD_CAP","A","1981",11440.084123,"E"
"BEL","GDP","TOT","USD_CAP","A","1982",12224.567004,"E"
"BEL","GDP","TOT","USD_CAP","A","1983",12749.451515,"E"
"BEL","GDP","TOT","USD_CAP","A","1984",13526.067378,"E"
"BEL","GDP","TOT","USD_CAP","A","1985",14186.541316,"E"
"BEL","GDP","TOT","USD_CAP","A","1986",14733.587118,"E"
"BEL","GDP","TOT","USD_CAP","A","1987",15440.781041,"E"
"BEL","GDP","TOT","USD_CAP","A","1988",16678.725771,"E"
"BEL","GDP","TOT","USD_CAP","A","1989",17863.375788,"E"
"BEL","GDP","TOT","USD_CAP","A","1990",19051.681114,"E"
"BEL","GDP","TOT","USD_CAP","A","1991",19970.542809,"E"
"BEL","GDP","TOT","USD_CAP","A","1992",20653.799851,"E"
"BEL","GDP","TOT","USD_CAP","A","1993",20860.840996,"E"
"BEL","GDP","TOT","USD_CAP","A","1994",21927.066524,"E"
"BEL","GDP","TOT","USD_CAP","A","1995",22870.729873,
"BEL","GDP","TOT","USD_CAP","A","1996",23276.378843,
"BEL","GDP","TOT","USD_CAP","A","1997",24306.369413,
"BEL","GDP","TOT","USD_CAP","A","1998",24831.870751,
"BEL","GDP","TOT","USD_CAP","A","1999",25931.484819,
"BEL","GDP","TOT","USD_CAP","A","2000",28292.799957,
"BEL","GDP","TOT","USD_CAP","A","2001",29213.836852,
"BEL","GDP","TOT","USD_CAP","A","2002",30775.580303,
"BEL","GDP","TOT","USD_CAP","A","2003",31061.742937,
"BEL","GDP","TOT","USD_CAP","A","2004",31988.285928,
"BEL","GDP","TOT","USD_CAP","A","2005",33057.462141,
"BEL","GDP","TOT","USD_CAP","A","2006",35087.87316,
"BEL","GDP","TOT","USD_CAP","A","2007",36592.354913,
"BEL","GDP","TOT","USD_CAP","A","2008",37857.443881,
"BEL","GDP","TOT","USD_CAP","A","2009",37652.08633,
"BEL","GDP","TOT","USD_CAP","A","2010",39303.240633,
"BEL","GDP","TOT","USD_CAP","A","2011",41118.291654,
"BEL","GDP","TOT","USD_CAP","A","2012",42212.31383,
"BEL","GDP","TOT","USD_CAP","A","2013",43358.902017,
"BEL","GDP","TOT","USD_CAP","A","2014",43698.001983,
"BEL","GDP","TOT","USD_CAP","A","2015",44280.896621,
"CAN","GDP","TOT","MLN_USD","A","1970",98400.2127,"E"
"CAN","GDP","TOT","MLN_USD","A","1971",107654.2023,"E"
"CAN","GDP","TOT","MLN_USD","A","1972",118431.291,"E"
"CAN","GDP","TOT","MLN_USD","A","1973",133573.013,"E"
"CAN","GDP","TOT","MLN_USD","A","1974",150945.0041,"E"
"CAN","GDP","TOT","MLN_USD","A","1975",167931.1932,"E"
"CAN","GDP","TOT","MLN_USD","A","1976",186359.339,"E"
"CAN","GDP","TOT","MLN_USD","A","1977",204763.6498,"E"
"CAN","GDP","TOT","MLN_USD","A","1978",227804.5909,"E"
"CAN","GDP","TOT","MLN_USD","A","1979",255995.298,"E"
"CAN","GDP","TOT","MLN_USD","A","1980",285117.8059,"E"
"CAN","GDP","TOT","MLN_USD","A","1981",322657.6203,
"CAN","GDP","TOT","MLN_USD","A","1982",331875.3945,
"CAN","GDP","TOT","MLN_USD","A","1983",354008.9202,
"CAN","GDP","TOT","MLN_USD","A","1984",388357.3982,
"CAN","GDP","TOT","MLN_USD","A","1985",419851.7974,
"CAN","GDP","TOT","MLN_USD","A","1986",437650.9307,
"CAN","GDP","TOT","MLN_USD","A","1987",467238.6797,
"CAN","GDP","TOT","MLN_USD","A","1988",505142.362,
"CAN","GDP","TOT","MLN_USD","A","1989",537179.6453,
"CAN","GDP","TOT","MLN_USD","A","1990",558170.4675,
"CAN","GDP","TOT","MLN_USD","A","1991",564615.3978,
"CAN","GDP","TOT","MLN_USD","A","1992",582647.9221,
"CAN","GDP","TOT","MLN_USD","A","1993",612228.8812,
"CAN","GDP","TOT","MLN_USD","A","1994",653504.6642,
"CAN","GDP","TOT","MLN_USD","A","1995",685146.8375,
"CAN","GDP","TOT","MLN_USD","A","1996",708811.1394,
"CAN","GDP","TOT","MLN_USD","A","1997",751799.2632,
"CAN","GDP","TOT","MLN_USD","A","1998",789671.0682,
"CAN","GDP","TOT","MLN_USD","A","1999",843506.5208,
"CAN","GDP","TOT","MLN_USD","A","2000",898091.402,
"CAN","GDP","TOT","MLN_USD","A","2001",935147.6198,
"CAN","GDP","TOT","MLN_USD","A","2002",967558.4379,
"CAN","GDP","TOT","MLN_USD","A","2003",1019530.9319,
"CAN","GDP","TOT","MLN_USD","A","2004",1079901.7537,
"CAN","GDP","TOT","MLN_USD","A","2005",1167581.2349,
"CAN","GDP","TOT","MLN_USD","A","2006",1236272.2652,
"CAN","GDP","TOT","MLN_USD","A","2007",1296361.3755,
"CAN","GDP","TOT","MLN_USD","A","2008",1339060.5528,
"CAN","GDP","TOT","MLN_USD","A","2009",1302981.2343,
"CAN","GDP","TOT","MLN_USD","A","2010",1362572.7003,
"CAN","GDP","TOT","MLN_USD","A","2011",1427466.5432,
"CAN","GDP","TOT","MLN_USD","A","2012",1464565.3363,
"CAN","GDP","TOT","MLN_USD","A","2013",1556730.5996,
"CAN","GDP","TOT","MLN_USD","A","2014",1600353.9721,
"CAN","GDP","TOT","MLN_USD","A","2015",1588597.0234,
"CAN","GDP","TOT","USD_CAP","A","1970",4538.715421,"E"
"CAN","GDP","TOT","USD_CAP","A","1971",4901.832502,"E"
"CAN","GDP","TOT","USD_CAP","A","1972",5330.309797,"E"
"CAN","GDP","TOT","USD_CAP","A","1973",5938.748768,"E"
"CAN","GDP","TOT","USD_CAP","A","1974",6618.081781,"E"
"CAN","GDP","TOT","USD_CAP","A","1975",7256.155114,"E"
"CAN","GDP","TOT","USD_CAP","A","1976",7947.158417,"E"
"CAN","GDP","TOT","USD_CAP","A","1977",8630.405664,"E"
"CAN","GDP","TOT","USD_CAP","A","1978",9506.433295,"E"
"CAN","GDP","TOT","USD_CAP","A","1979",10577.643227,"E"
"CAN","GDP","TOT","USD_CAP","A","1980",11630.024421,"E"
"CAN","GDP","TOT","USD_CAP","A","1981",12999.948642,
"CAN","GDP","TOT","USD_CAP","A","1982",13213.20862,
"CAN","GDP","TOT","USD_CAP","A","1983",13955.792248,
"CAN","GDP","TOT","USD_CAP","A","1984",15166.032507,
"CAN","GDP","TOT","USD_CAP","A","1985",16246.804147,
"CAN","GDP","TOT","USD_CAP","A","1986",16768.056292,
"CAN","GDP","TOT","USD_CAP","A","1987",17667.248797,
"CAN","GDP","TOT","USD_CAP","A","1988",18854.401769,
"CAN","GDP","TOT","USD_CAP","A","1989",19693.659796,
"CAN","GDP","TOT","USD_CAP","A","1990",20157.007182,
"CAN","GDP","TOT","USD_CAP","A","1991",20137.922739,
"CAN","GDP","TOT","USD_CAP","A","1992",20536.551422,
"CAN","GDP","TOT","USD_CAP","A","1993",21343.347332,
"CAN","GDP","TOT","USD_CAP","A","1994",22534.128415,
"CAN","GDP","TOT","USD_CAP","A","1995",23382.006883,
"CAN","GDP","TOT","USD_CAP","A","1996",23938.058794,
"CAN","GDP","TOT","USD_CAP","A","1997",25138.787213,
"CAN","GDP","TOT","USD_CAP","A","1998",26186.918849,
"CAN","GDP","TOT","USD_CAP","A","1999",27745.751307,
"CAN","GDP","TOT","USD_CAP","A","2000",29267.395693,
"CAN","GDP","TOT","USD_CAP","A","2001",30146.023622,
"CAN","GDP","TOT","USD_CAP","A","2002",30854.823032,
"CAN","GDP","TOT","USD_CAP","A","2003",32221.188728,
"CAN","GDP","TOT","USD_CAP","A","2004",33812.437175,
"CAN","GDP","TOT","USD_CAP","A","2005",36212.643556,
"CAN","GDP","TOT","USD_CAP","A","2006",37956.803716,
"CAN","GDP","TOT","USD_CAP","A","2007",39417.544804,
"CAN","GDP","TOT","USD_CAP","A","2008",40277.618235,
"CAN","GDP","TOT","USD_CAP","A","2009",38746.256398,
"CAN","GDP","TOT","USD_CAP","A","2010",40069.452177,
"CAN","GDP","TOT","USD_CAP","A","2011",41565.258933,
"CAN","GDP","TOT","USD_CAP","A","2012",42143.975015,
"CAN","GDP","TOT","USD_CAP","A","2013",44281.282983,
"CAN","GDP","TOT","USD_CAP","A","2014",45025.021682,
"CAN","GDP","TOT","USD_CAP","A","2015",44310.13716,
"CZE","GDP","TOT","MLN_USD","A","1990",131401.7296,"E"
"CZE","GDP","TOT","MLN_USD","A","1991",120005.2127,"E"
"CZE","GDP","TOT","MLN_USD","A","1992",122119.0582,"E"
"CZE","GDP","TOT","MLN_USD","A","1993",125101.9854,"E"
"CZE","GDP","TOT","MLN_USD","A","1994",131481.3814,"E"
"CZE","GDP","TOT","MLN_USD","A","1995",142574.2565,
"CZE","GDP","TOT","MLN_USD","A","1996",151480.2745,
"CZE","GDP","TOT","MLN_USD","A","1997",153455.9249,
"CZE","GDP","TOT","MLN_USD","A","1998",154099.0931,
"CZE","GDP","TOT","MLN_USD","A","1999",158241.6185,
"CZE","GDP","TOT","MLN_USD","A","2000",166977.7901,
"CZE","GDP","TOT","MLN_USD","A","2001",180326.0463,
"CZE","GDP","TOT","MLN_USD","A","2002",186790.727,
"CZE","GDP","TOT","MLN_USD","A","2003",199896.8461,
"CZE","GDP","TOT","MLN_USD","A","2004",213982.6548,
"CZE","GDP","TOT","MLN_USD","A","2005",227571.8241,
"CZE","GDP","TOT","MLN_USD","A","2006",249836.7203,
"CZE","GDP","TOT","MLN_USD","A","2007",274777.8545,
"CZE","GDP","TOT","MLN_USD","A","2008",281542.6561,
"CZE","GDP","TOT","MLN_USD","A","2009",282078.2452,
"CZE","GDP","TOT","MLN_USD","A","2010",283538.4376,
"CZE","GDP","TOT","MLN_USD","A","2011",301071.5641,
"CZE","GDP","TOT","MLN_USD","A","2012",303320.2076,
"CZE","GDP","TOT","MLN_USD","A","2013",317514.766,
"CZE","GDP","TOT","MLN_USD","A","2014",332317.626,
"CZE","GDP","TOT","MLN_USD","A","2015",345646.6903,
"CZE","GDP","TOT","USD_CAP","A","1990",12680.210989,"E"
"CZE","GDP","TOT","USD_CAP","A","1991",11641.17903,"E"
"CZE","GDP","TOT","USD_CAP","A","1992",11835.757168,"E"
"CZE","GDP","TOT","USD_CAP","A","1993",12109.838793,"E"
"CZE","GDP","TOT","USD_CAP","A","1994",12720.522514,"E"
"CZE","GDP","TOT","USD_CAP","A","1995",13800.946915,
"CZE","GDP","TOT","USD_CAP","A","1996",14684.933658,
"CZE","GDP","TOT","USD_CAP","A","1997",14893.367307,
